movie_id,author,user_rating
950396,Manuel São Bento,7.0
950396,Yohan Yukiya Sese Cuneta 사요한,9.0
950396,Chandler Danier,5.0
950396,RalphRahal,7.0
950396,MovieGuys,7.0
1126166,r96sk,7.0
1126166,CinemaSerf,6.0
1126166,No,
1126166,RalphRahal,3.0
1126166,Manuel São Bento,1.0
1064213,Brent Marchant,6.0
1064213,CinemaSerf,7.0
1064213,RalphRahal,7.0
1064213,r96sk,10.0
762509,r96sk,8.0
762509,CinemaSerf,6.0
762509,Dean,10.0
1241982,CinemaSerf,7.0
1241982,Aless Saulea,9.0
939243,CinemaSerf,6.0
939243,Chandler Danier,8.0
939243,kaiserimpaxct908,
822119,r96sk,6.0
822119,CinemaSerf,6.0
822119,Manuel São Bento,7.0
823219,Manuel São Bento,8.0
823219,Pontus Kjällman,5.0
823219,Brent Marchant,8.0
927342,moviepoptime,
696506,Manuel São Bento,7.0
696506,Brent Marchant,9.0
926670,pcmv,1.0
926670,CinemaSerf,5.0
1084199,Manuel São Bento,7.0
1084199,r96sk,9.0
1084199,CinemaSerf,7.0
1084199,RalphRahal,7.0
912649,r96sk,7.0
912649,Mangoturtle,2.0
912649,CinemaSerf,6.0
912649,TurkBinge,
912649,Chandler Danier,9.0
912649,MovieGuys,6.0
912649,watchnrant,
539972,r96sk,4.0
539972,CinemaSerf,6.0
539972,Chandler Danier,6.0
539972,jafranklin77,
539972,MovieGuys,6.0
539972,Dornail,7.0
558449,Manuel São Bento,8.0
558449,Dean,1.0
558449,griggs79,8.0
558449,r96sk,9.0
558449,CinemaSerf,6.0
558449,DWP,7.0
558449,Chris Sawin,5.0
558449,GenerationofSwine,1.0
558449,MovieGuys,5.0
558449,Elif Duru Alaca,9.0
558449,Chandler Danier,4.0
558449,RalphRahal,5.0
558449,FerdinandoLM,4.0
933260,Manuel São Bento,8.0
933260,good.film,
933260,griggs79,10.0
933260,Brent Marchant,4.0
933260,CinemaSerf,7.0
933260,r96sk,9.0
933260,badelf,9.0
933260,VicSur,9.0
933260,MovieGuys,7.0
933260,RalphRahal,2.0
933260,kodkuce,1.0
933260,FerdinandoLM,
1064486,good.film,
1064486,Chris Sawin,9.0
1064486,CinemaSerf,7.0
774370,CinemaSerf,7.0
774370,Horseface,7.0
1226406,r96sk,8.0
1226406,Chris Sawin,2.0
1226406,CinemaSerf,5.0
1226406,RalphRahal,1.0
1226406,Manuel São Bento,3.0
1140535,r96sk,7.0
1140535,CinemaSerf,6.0
1140535,Manuel São Bento,8.0
1140535,Brent Marchant,4.0
1140535,Chris Sawin,5.0
1140535,RalphRahal,6.0
1140535,Dean,5.0
1357633,CinemaSerf,7.0
549509,Brent Marchant,8.0
549509,CinemaSerf,7.0
549509,Chandler Danier,8.0
549509,Manuel São Bento,7.0
549509,r96sk,10.0
974576,Brent Marchant,6.0
974576,Manuel São Bento,9.0
974576,r96sk,8.0
974576,CinemaSerf,7.0
974576,Shelbyq96,9.0
974576,TheRealMina,1.0
402431,Chris Sawin,2.0
402431,Almando,10.0
402431,CinemaSerf,7.0
402431,Brent Marchant,10.0
402431,r96sk,8.0
402431,good.film,
402431,Manuel São Bento,8.0
402431,rssp55,8.0
402431,RalphRahal,7.0
1184918,Brent Marchant,7.0
1184918,good.film,
1184918,CinemaSerf,7.0
1184918,Manuel São Bento,9.0
1184918,BiankaMalburg,9.0
1184918,FerdinandoLM,9.0
519182,Hotplix,8.0
519182,Chris Sawin,
519182,TheSceneSnobs,6.0
519182,CinemaSerf,6.0
519182,Louisa Moore - Screen Zealots,3.0
519182,Louisa Moore - Screen Zealots,3.0
519182,UWotMatez,3.0
519182,Josh,2.0
993710,Manuel São Bento,2.0
993710,MovieGuys,6.0
993710,r96sk,6.0
1410082,MovieGuys,5.0
533535,shammahrashad,6.0
533535,r96sk,9.0
533535,Chris Sawin,8.0
533535,Brent Marchant,6.0
533535,tmdb78465292,10.0
533535,CinemaSerf,7.0
533535,TheSceneSnobs,8.0
533535,GenerationofSwine,10.0
533535,JPV852,7.0
533535,Pringo,10.0
533535,DonGable,4.0
533535,aGoryLouie,8.0
533535,davidrobitaille,10.0
533535,tmdb51616167,9.0
533535,albuainain,7.0
533535,immortal101,
533535,rvsxwgn64,
533535,Chandler Danier,6.0
533535,liabeth,6.0
533535,watchnrant,8.0
661539,CinemaSerf,7.0
661539,Brent Marchant,6.0
661539,r96sk,8.0
1035048,MovieGuys,6.0
1022789,Hotplix,8.0
1022789,garethmb,
1022789,CinemaSerf,6.0
1022789,Chris Sawin,5.0
1022789,MannyD,
1022789,heyitsmestoney,7.0
1022789,TheSceneSnobs,8.0
1022789,minion196,
1022789,moviepoptime,
516729,CinemaSerf,7.0
516729,Chris Sawin,8.0
845781,CinemaSerf,6.0
845781,Manuel São Bento,4.0
845781,r96sk,7.0
845781,Wuchak,9.0
845781,RalphRahal,2.0
1010581,CinemaSerf,5.0
426063,Narate,7.0
426063,r96sk,7.0
426063,2handgrip,
426063,CinemaSerf,7.0
426063,Chandler Danier,6.0
426063,MllwAlms,10.0
426063,Kali,8.0
426063,Dean,7.0
426063,MovieGuys,7.0
426063,RalphRahal,5.0
426063,Wuchak,7.0
839033,CinemaSerf,6.0
85,tmdb39513728,
85,Gimly,7.0
85,Kamurai,7.0
85,John Critic,10.0
85,CinemaSerf,7.0
411,r96sk,9.0
411,MustachedMovieMan,10.0
411,CinemaSerf,7.0
411,RalphRahal,7.0
710295,Chris Sawin,4.0
710295,CinemaSerf,6.0
710295,Manuel São Bento,4.0
573435,CinemaSerf,7.0
573435,r96sk,7.0
573435,TheSceneSnobs,7.0
573435,GenerationofSwine,1.0
573435,MovieGuys,6.0
573435,Louisa Moore - Screen Zealots,9.0
573435,Chandler Danier,9.0
573435,Per Gunnar Jonsson,6.0
808,Cwf97,10.0
808,GenerationofSwine,10.0
808,핸키,9.0
808,CinemaSerf,7.0
1043905,MovieGuys,4.0
1118031,MovieGuys,5.0
1124620,r96sk,7.0
1124620,Manuel São Bento,4.0
1124620,CinemaSerf,6.0
299536,Simon Foster,
299536,furious_iz,10.0
299536,Gimly,8.0
299536,tmdb15214618,4.0
299536,Ch Walid,9.5
299536,hs.rohit,
299536,Movie Queen41,8.0
299536,jmquint00,10.0
299536,Wuchak,6.0
299536,Santosh,10.0
299536,uridon,1.0
299536,tmdb44006625,7.0
299536,sandrakuc,10.0
299536,StevenGarcia,
299536,AndrewMartinez,
299536,KennethRobinson,
299536,GeorgeClark,
299536,KevinRodriguez1,
299536,BrianLewis,
299536,EdwardLee,
921436,MovieGuys,7.0
995926,MovieGuys,7.0
1097549,nicolascaramella,
1097549,CinemaSerf,6.0
1097549,r96sk,5.0
1097549,Admiral Toad,4.0
1097549,RalphRahal,2.0
945961,r96sk,8.0
945961,CinemaSerf,7.0
945961,MovieGuys,6.0
945961,Louisa Moore - Screen Zealots,
945961,Manuel São Bento,7.0
945961,Mister BLAQK,7.0
945961,Dean,10.0
945961,Rolpbert,5.0
945961,cineast78,8.0
945961,kevin2019,6.0
945961,JPV852,7.0
945961,RoRo Nereus,4.0
970450,MovieGuys,4.0
157336,Reno,9.0
157336,decovision,9.5
157336,Andres Gomez,7.0
157336,Asadullah Khan,10.0
157336,shaunfrombklyn,10.0
157336,Per Gunnar Jonsson,4.0
157336,akashmahajan,
157336,sybddlatfu,
157336,Matthew Brady,9.0
157336,Peter McGinn,9.0
157336,kheirnandez,10.0
157336,lowkimhoe,9.0
157336,CinemaSerf,7.0
157336,tropicalicecedar,
157336,r96sk,10.0
157336,madriyanto,9.0
157336,RalphRahal,10.0
385687,Manuel São Bento,6.0
385687,Ritesh Mohapatra,
385687,davlaga,
385687,CinemaSerf,6.0
385687,MovieGuys,2.0
385687,r96sk,9.0
385687,r96sk,9.0
385687,TheRealMina,1.0
385687,Louisa Moore - Screen Zealots,5.0
385687,JPV852,5.0
385687,Per Gunnar Jonsson,7.0
385687,Chandler Danier,5.0
1114894,batchelorjt,1.0
1114894,Brent Marchant,2.0
1114894,MovieGuys,2.0
1114894,misubisu,1.0
1100782,Manuel São Bento,8.0
1100782,r96sk,
1100782,No,
1100782,Sejian,8.0
1100782,Dean,10.0
1100782,RalphRahal,7.0
1100782,Narate,8.0
799766,CinemaSerf,7.0
693134,Manuel São Bento,10.0
693134,r96sk,9.0
693134,CinemaSerf,7.0
693134,biancarockr,9.0
693134,Chandler Danier,9.0
693134,justhappytobehere,8.0
693134,Roberta1970,8.0
693134,dumasori,7.0
693134,MovieGuys,7.0
693134,m_u_m_u,9.0
693134,Brent Marchant,2.0
693134,TheSceneSnobs,10.0
693134,HappyPagan,10.0
693134,tmdb51616167,8.0
10192,John Chard,7.0
10192,ohlalipop,7.0
1000837,Brent Marchant,10.0
1000837,CinemaSerf,7.0
1000837,r96sk,8.0
974950,CinemaSerf,7.0
974950,Brent Marchant,3.0
974950,good.film,
974950,GenerationofSwine,1.0
974950,r96sk,8.0
1034541,CinemaSerf,7.0
1034541,r96sk,7.0
1034541,VicSur,9.0
1034541,DWP,6.0
1034541,RoRo Nereus,3.0
1029235,Manuel São Bento,7.0
1029235,Dean,3.0
1029235,RalphRahal,6.0
698687,CinemaSerf,7.0
698687,moviepoptime,
698687,r96sk,8.0
597,John Chard,9.0
597,CinemaSerf,7.0
597,Antoine53,
597,Nathan,10.0
597,Prodank,7.0
597,RalphRahal,9.0
597,ephraimk,8.0
1138194,CinemaSerf,7.0
1138194,griggs79,7.0
1138194,garethmb,
1138194,Brent Marchant,2.0
1138194,Chris Sawin,5.0
809,John,8.0
809,CinemaSerf,7.0
238,futuretv,10.0
238,crastana,10.0
238,drystyx,1.0
238,CinemaSerf,7.0
238,Surya,9.0
238,RalphRahal,10.0
278,elshaarawy,9.0
278,John Chard,10.0
278,tmdb73913433,6.0
278,thommo_nz,10.0
278,Andrew Gentry,
278,Matthew Dixon,
278,JPV852,10.0
278,LƛȤƛƦꪡƬƑ,
278,drystyx,3.0
278,Sanjeev0805,
278,CinemaSerf,8.0
278,dumasori,9.0
278,Angel Rodríguez,10.0
278,khanz1,
278,Leezan,10.0
278,sachin_13,
278,RalphRahal,10.0
1005331,aholejones,1.0
1005331,dumasori,1.0
1005331,RalphRahal,7.0
1005331,Chandler Danier,6.0
1005331,griggs79,5.0
1005331,r96sk,9.0
1005331,Narate,7.0
120,NeoBrowser,10.0
120,gdeveloper,10.0
120,Wuchak,7.0
120,LadyGreenEyes,8.0
120,JPV852,9.0
120,Peter McGinn,8.0
120,r96sk,10.0
120,drystyx,10.0
120,CinemaSerf,8.0
829557,r96sk,3.0
829557,Nicola_Perillo,1.0
829557,wogelib503,
829557,tmdb51616167,1.0
671,John Chard,8.0
671,Venti_Pro,
671,Nathan,8.0
671,CinemaSerf,7.0
1302916,Chris Sawin,2.0
1302916,CinemaSerf,7.0
1280672,Manuel São Bento,7.0
1280672,r96sk,7.0
929204,CinemaSerf,7.0
929204,MovieGuys,8.0
7451,CinemaSerf,6.0
76600,The Movie Mob,6.0
76600,Manuel São Bento,7.0
76600,tmdb45226627,8.0
76600,TimeZone,10.0
76600,Chris Sawin,4.0
76600,Chris Sawin,4.0
76600,Chris Sawin,4.0
76600,strayndger,8.0
76600,CinemaSerf,7.0
76600,Dragi Postolovski,
76600,Nathan,
76600,Kay Cee,
76600,Appfel,10.0
76600,Crazypiglady,6.0
76600,MovieGuys,4.0
76600,JonathanWiddup,9.0
76600,Tamir Herman,
76600,Per Gunnar Jonsson,7.0
76600,pimpskitters,4.0
76600,@that_movie_geek,5.0
155,tricksy,
155,talisencrw,10.0
155,erickprieto,
155,moubledian,
155,tmdb22590444,10.0
155,tmdb79614358,10.0
155,EDSR,3.0
155,AstroNoud,10.0
155,CinemaSerf,7.0
155,The Movie Mob,10.0
155,drystyx,1.0
155,Andre Gonzales,7.0
155,James,8.0
155,maxim,10.0
155,RalphRahal,10.0
1272149,CinemaSerf,7.0
1272149,r96sk,7.0
810,CinemaSerf,6.0
1011985,Chris Sawin,6.0
1011985,CinemaSerf,6.0
1011985,dumasori,2.0
1011985,Chandler Danier,8.0
1011985,Sejian,6.0
1011985,r96sk,7.0
1051896,MovieGuys,7.0
1051896,CinemaSerf,7.0
1051896,TheSceneSnobs,5.0
1051896,Chandler Danier,10.0
24428,tmdb87069603,8.0
24428,Gimly,9.0
24428,Per Gunnar Jonsson,
24428,tmdb44006625,8.0
24428,E.J. Cummings,8.5
24428,John Chard,9.0
24428,Justin Lopez,
24428,LoganWright,
24428,BradleyStewart,
24428,Jane Hall,
24428,JessieCollins,
24428,John Smith,
24428,Justin Lopez,
24428,1RobertJohnson1,
24428,MichaelWilliams,
24428,WilliamJones,
24428,DavidBrown1,
24428,JosephWilson,
24428,richardmiller,
24428,ThomasMoore,
335984,Simon Foster,
335984,tmdb15214618,8.0
335984,Frank Ochieng,
335984,Mex5150,4.0
335984,Gimly,8.0
335984,Per Gunnar Jonsson,6.0
335984,Dean,4.0
335984,renzo-benzo,3.0
335984,The Movie Mob,7.0
335984,CinemaSerf,7.0
335984,madmonk,7.0
335984,GenerationofSwine,1.0
198663,Andres Gomez,5.0
198663,CharlesTheBold,
198663,Per Gunnar Jonsson,7.0
198663,Trazbor O'Gukguk,1.0
198663,Gimly,6.0
198663,jhpae,
198663,CinemaSerf,7.0
198663,RalphRahal,8.0
675353,CinemaSerf,7.0
675353,Manuel São Bento,7.0
675353,Chris Sawin,8.0
675353,beyondthecineramadome,3.0
675353,Per Gunnar Jonsson,8.0
675353,Robbie Grawey,
675353,The Movie Mob,7.0
675353,tmdb47940942,8.0
361743,r96sk,9.0
361743,Manuel São Bento,9.0
361743,tmdb20895531,5.0
361743,CinemaSerf,7.0
361743,Chris Sawin,6.0
361743,mackenly,
361743,JustEntertainment,10.0
361743,T,10.0
361743,MovieGuys,10.0
361743,The Movie Mob,10.0
361743,KVNNBH,10.0
361743,Kay Cee,8.0
361743,Robbie Grawey,
361743,rhenfla0312,
361743,JPV852,8.0
361743,Nathan,9.0
361743,GenerationofSwine,10.0
361743,SputnikGalaxyWatcher,
361743,madriyanto,
361743,cineast78,8.0
122,NeoBrowser,10.0
122,Wuchak,5.0
122,JPV852,10.0
122,r96sk,10.0
122,pokycoder,
122,drystyx,10.0
122,CinemaSerf,8.0
653346,Manuel São Bento,7.0
653346,CinemaSerf,7.0
653346,r96sk,6.0
653346,Midi-chlorian_Count,6.0
653346,Hotplix,8.0
653346,MovieGuys,6.0
653346,TheSceneSnobs,7.0
653346,aGoryLouie,6.0
653346,Chandler Danier,5.0
653346,kevin2019,8.0
634649,garethmb,
634649,Manuel São Bento,9.0
634649,RADIO1'S MR. MOVIE!-MAD AMI 🌠,10.0
634649,Chris Sawin,8.0
634649,T D Heath,9.0
634649,sauceopet,10.0
634649,r96sk,10.0
634649,Adriano,10.0
634649,JPV852,8.0
634649,Per Gunnar Jonsson,5.0
634649,Nathan,9.0
634649,YourAustin,10.0
634649,The Movie Mob,10.0
634649,tmdb28039023,1.0
634649,EenNederlandseJongen,10.0
1078600,CinemaSerf,5.0
1013850,Brent Marchant,7.0
1013850,Chris Sawin,7.0
1013850,Chandler Danier,8.0
1013850,CinemaSerf,7.0
1013850,r96sk,7.0
1216191,Sejian,5.0
502356,Chris Sawin,5.0
502356,CinemaSerf,6.0
502356,Manuel São Bento,8.0
502356,rsanek,9.0
502356,Nathan,7.0
502356,holdenc,10.0
502356,Per Gunnar Jonsson,6.0
502356,YouShouldKnow,7.0
502356,pimpskitters,5.0
502356,r96sk,7.0
502356,tmdb47940942,8.0
502356,ViolettSmith,8.0
786892,Ritesh Mohapatra,
786892,Manuel São Bento,7.0
786892,CinemaSerf,7.0
786892,MovieGuys,6.0
786892,r96sk,8.0
786892,JP Hastings-Spital,
786892,Chandler Danier,8.0
786892,TheSceneSnobs,5.0
786892,Cuzzin Coo,
786892,Louisa Moore - Screen Zealots,5.0
786892,JPV852,6.0
786892,Mangoturtle,8.0
786892,Per Gunnar Jonsson,9.0
786892,kevin2019,6.0
1159311,CinemaSerf,7.0
592695,r96sk,7.0
569094,garethmb,
569094,CinemaSerf,6.0
569094,Manuel São Bento,8.0
569094,Chris Sawin,7.0
569094,GenerationofSwine,10.0
569094,akarshv,
569094,Louisa Moore - Screen Zealots,9.0
569094,ElbekAzimjonov7,10.0
569094,James,6.0
569094,r96sk,8.0
27205,ohlalipop,
27205,tmdb44006625,8.0
27205,Varya,
27205,Matthew Brady,9.0
27205,Adam Rife,
27205,Andre Gonzales,7.0
27205,Roomiqbal,
27205,Rohit Kabdwal,
1196470,MovieGuys,6.0
1196470,CinemaSerf,5.0
748783,CinemaSerf,6.0
748783,dorran,3.0
748783,Manuel São Bento,7.0
748783,Hotplix,7.0
748783,TheSceneSnobs,7.0
748783,Narate,7.0
218,John Chard,9.0
218,Jodie,10.0
218,Gimly,9.0
218,Kamurai,6.0
218,GenerationofSwine,10.0
218,The Movie Mob,9.0
218,CinemaSerf,7.0
218,Narate,10.0
823464,Manuel São Bento,7.0
823464,NghiaLuong,
823464,CinemaSerf,6.0
823464,r96sk,5.0
823464,ultra1967,7.0
823464,MovieGuys,6.0
823464,dumasori,3.0
823464,Sejian,6.0
823464,Denishux,6.0
823464,JPV852,7.0
823464,whitsbrain,4.0
823464,TheSceneSnobs,6.0
823464,Cuzzin Coo,4.0
823464,Per Gunnar Jonsson,8.0
823464,UWotMatez,1.0
823464,kevin2019,8.0
1182387,MovieGuys,3.0
872585,Manuel São Bento,8.0
872585,fireheart92,10.0
872585,Brent Marchant,9.0
872585,CinemaSerf,7.0
872585,tropicalicecedar,
872585,rsanek,8.0
872585,Louisa Moore - Screen Zealots,8.0
872585,Thulan Perera,9.0
872585,Sarthak Bharad,10.0
872585,aGoryLouie,
872585,Peter McGinn,7.0
872585,TheRealMina,2.0
872585,misubisu,1.0
872585,Per Gunnar Jonsson,5.0
872585,badelf,8.0
872585,Amiiae011,10.0
872585,Christopher,
872585,aarsheeb,
872585,r96sk,9.0
872585,Bishoy017,5.0
795514,Giovanni,8.0
496243,SWITCH.,10.0
496243,Sheldon Nylander,10.0
496243,Saru,4.0
496243,tmdb39513728,10.0
496243,Matthew Brady,9.0
496243,Manuel São Bento,10.0
496243,JPV852,7.0
496243,Stephen Campbell,9.0
496243,rojitasaha,
496243,Gimly,8.0
496243,tmdb92312096,10.0
496243,RustyBoi,10.0
496243,r96sk,9.0
496243,Repo Jack,10.0
496243,fourfridays,8.0
19995,daisyrowley,
19995,John Chard,5.0
19995,Manuel São Bento,8.0
19995,tomasfv,10.0
19995,Yuva_Kumar,
19995,CinemaSerf,7.0
1318917,nadamahmoud_1,10.0
667538,josezapata,
667538,garethmb,
667538,Chris Sawin,2.0
667538,CinemaSerf,6.0
667538,DAVID TILAN,10.0
667538,The Movie Mob,7.0
667538,Per Gunnar Jonsson,6.0
667538,r96sk,6.0
674,John Chard,7.0
674,Nathan,9.0
674,CinemaSerf,7.0
603692,thealanfrench,
603692,romang,
603692,The Movie Mob,9.0
603692,CinemaSerf,6.0
603692,Manuel São Bento,8.0
603692,EthicalAndroid,10.0
603692,GenerationofSwine,10.0
603692,Louisa Moore - Screen Zealots,8.0
603692,Chris Sawin,8.0
603692,Nathan,9.0
603692,MovieGuys,7.0
603692,tmdb42690476,1.0
603692,Sarthak Bharad,10.0
603692,Rob,7.0
603692,JPV852,8.0
603692,Avatarz,
603692,Per Gunnar Jonsson,6.0
603692,whitsbrain,4.0
8587,Manuel São Bento,10.0
8587,CinemaSerf,7.0
27449,CinemaSerf,7.0
672,WiSpider,
672,Nathan,8.0
672,CinemaSerf,7.0
